"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"551369",4,10,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"238279",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58869",3,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"8008",0,9,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7976",1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328548",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140123",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549676",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
"555343",2,16,0,0,0,0,0,0,0,1,240,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1
"64661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"590087",1,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0
"221947",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7978",0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"327533",2,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"45765",0,67,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0
"100054",5,136,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,2,2,0,0,0,0,1,0
"193694",20,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575450",23,1185,1,0,0,0,0,0,1,0,0,0,1,5,3,0,0,2,5,92,33,1,0,0,4,0
"148490",13,340,5,0,0,0,0,1,0,0,0,3,3,7,10,0,0,0,0,41,4,0,0,0,2,0
"256878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"332601",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336069",3,32,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"252003",21,64,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0
"257693",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314835",0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"581984",0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0
"535071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,0,1,0,0,0,0,0,0
"137423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0
"362382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,5,6,12,4,0,0,0,0,0
"98992",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,1,0,1,0,0,0,0,0,0
"365486",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,6,0,0,0,0,0,0,0,0
"241611",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149607",17,36,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"269523",1,6,1,0,0,0,0,0,0,0,0,0,2,4,1,14,2,18,1,1,2,0,0,1,0,0
"575131",0,4,0,0,0,0,1,0,0,0,0,4,1,0,5,0,1,9,0,1,2,0,0,0,0,0
"568157",0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,17,1,0,0,0,0,0,0,0,0
"558342",0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,1,3,0,0,0,0,0
"326446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0
"246142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"559916",1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
"156557",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,13,1,0,0,0,0
"319778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"272458",4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,56,5,0,0,1,0,0
"19290",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,122,42,1,0,1,0,0
"314162",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,0,0,0
"251151",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0
"83477",13,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,234,34,0,1,0,0,0
"103547",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"154082",0,114,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,1,11,2,0,0,0,0,0
"547615",1,25,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,12,9,0,0,0,0,0
"229650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,23,0,0,0,0,0,0,0,0
"354403",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,22,15,0,0,0,0,0,0,0,0
"74504",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,0,0,0,0,0
"313983",0,1,0,0,0,0,0,0,0,0,1,0,2,5,3,193,0,28,0,0,0,0,0,0,0,0
"326155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0
"587874",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"8026",2,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"535383",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"541438",0,11,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,1,1,0,0,0,0,0
"251636",3,154,1,0,0,0,0,0,0,0,0,1,1,7,7,1,1,2,1,446,127,2,0,5,2,0
"215917",2,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
"76053",1,17,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,1,0,0,0,0,0
"265658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"555799",1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,6,19,0,0,0,0,0
"303457",0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0
"523629",0,0,0,0,0,0,0,0,0,0,0,0,39,232,173,1,0,0,1,2,1,0,0,2,0,0
"81107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"81307",0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"572783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
"7509",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"7510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"7505",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"81342",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255153",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"225004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,5,0,0,0,0,0
"311786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,205,12,0,0,0,0,0
"342189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,57,32,0,0,0,0,0
"369412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"539642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,9,2,0,0,0,0,0
"255117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,47,31,0,0,0,0,0
"556502",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,379,13,214,1120,187,1,1,1,1,0
"101210",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28,1,51,526,53,0,0,1,0,0
"171373",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,25,112,17,0,0,0,0,0
"577330",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,2,26,187,64,0,1,0,0,0
"164052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"356042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"150744",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,19,22,2,0,0,0,0,0
"151600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,96,120,32,0,0,0,0,0
"535870",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,137,6,44,115,18,0,0,0,0,0
"552276",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,1,0,0,0,0,0,0
"258459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0
"342284",0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,20,2,27,1700,577,1,0,2,0,0
"81479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,6,0,0,0,0,0,0
"584388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0
"155418",0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,103,10,230,532,122,0,0,1,1,1
"155915",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,37,46,7,0,0,1,0,0
"334435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"271040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"250968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,30,206,158,0,0,0,0,0
"199419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,0,1,0,0,0,0,0,0
"253267",0,0,0,0,0,0,0,0,0,0,0,1,0,14,12,0,1,0,0,0,0,0,0,0,0,0
"251374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"304039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,5,1,0,0,0,0,0
"63851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"578072",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,7,1,33,2,0,0,0,0,0
"334288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"144237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,1,0,0,0,0,0,0
"579424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,6,12,7,0,0,0,0,0
"148618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0
"363270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"544029",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,5,0,4,3,0,0,0,0,0
"544895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0
"329297",0,1,0,0,0,0,0,0,0,0,1,1,1,14,8,2,7,9,1,31,12,0,0,0,0,0
"356150",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,2,0,0,0,0,0,0,0,0
"274153",1,17,0,0,1,0,0,0,1,0,0,0,0,2,2,0,10,0,0,0,0,0,0,0,1,0
"327786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"246166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
"126228",0,0,0,0,0,0,0,0,41,1,1,1,3,9,2,427,261,4390,13,1,0,2,0,2,1,1
"352770",0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,26,18,510,0,0,0,0,0,0,0,0
"297961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,26,51,0,0,3,0,0
"272502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,7,0,0,0,0,0
"241556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0
"278243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"240090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0
"92419",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"17992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
"99301",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,418,1,0,0,0,0,0,0,0
"103264",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0
"342374",2,0,0,3,1,0,0,1,70,6,3,3,18,107,31,3731,308,8498,20,4,1,3,2,6,3,2
"517810",0,0,0,1,0,0,0,0,7,0,0,0,0,3,2,120,49,1244,1,0,0,0,0,0,0,0
"105115",0,1,0,0,0,0,0,0,23,3,0,0,4,3,0,58,55,1890,3,1,0,1,0,0,0,0
"533060",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"7587",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,37,1,0,0,0,0,0
"524284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,0,0,0,0,0
"332804",0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,3,80,21,18,362,78,1,1,5,3,1
"533132",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,40,9,14,113,83,0,0,0,0,0
"580575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,2,6,165,327,1,0,5,0,0
"7643",0,3,0,0,0,0,0,0,0,0,0,0,5,2,4,1,8,0,5,2,0,0,0,1,0,1
"263960",0,5,0,0,1,0,0,0,0,0,1,0,5,1,1,3,24,5,31,642,353,1,1,3,1,2
"590955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,2,0,0,0,0,0
"255109",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,19,1,1,6,0,0,0,0,0
"511313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"269700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"274139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"278306",0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,11,5,16,24,58,1,0,4,2,0
"72638",3,10,10,0,0,1,0,1,2,0,1,0,11,18,12,9,17,30,94,618,496,1,0,4,3,0
"172303",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,8,6,20,206,419,2,1,3,0,0
"72559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,4,0,0,0,0,0
"164335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0
"307033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,13,219,21,0,0,0,1,0
"570082",5,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,5,0,0,1,0,0
"341837",0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,35,12,0,0,0,0,0
"275872",4,21,0,0,1,0,1,1,1,1,0,0,2,1,1,7,20,8,92,1029,479,2,0,5,1,1
"533025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,127,1,0,0,1,0
"151228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,0,0
"156200",0,1,1,0,0,0,2,0,3,1,3,1,2,2,0,1,17,6,231,3173,1252,4,0,15,0,0
"566137",1,0,0,0,0,0,0,3,7,3,1,0,1,5,3,0,23,21,490,5732,2816,6,1,22,0,0
"516020",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22,1,17,186,121,1,0,1,0,0
"273520",3,1,1,1,1,0,4,5,8,8,8,1,4,4,7,3,115,32,751,12776,6613,22,3,63,6,8
"276375",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,4,94,60,0,0,3,0,0
"584938",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,55,8,26,345,235,0,0,0,0,0
"264798",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,22,8,31,1521,942,4,3,11,1,1
"217304",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,5,60,539,327,0,1,0,0,0
"333006",1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,7,28,13,0,0,1,0,0
"538780",15,26,0,0,0,52,46,15,2,0,2,2,2,2,0,0,5,7,2,18,11,0,0,0,2,0
"533809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
"98768",4,4,1,0,0,51,28,4,1,0,2,7,1,3,0,0,10,0,3,20,63,0,0,1,0,0
"261470",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,3,1,0,0,0,0,0
"261375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
"213821",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,122,63,47,0,0,3,0,0
"254195",0,1,0,0,0,0,2,0,0,1,0,0,0,1,9,0,10,0,28,248,112,0,0,1,0,1
"538297",1,1,0,0,0,0,3,1,1,2,1,1,4,1,1,1,7,6,56,4161,1235,2,0,14,1,0
"172425",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0
"110147",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,85,206,26,0,2,4,0,1,4,1,0
"143226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"571289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0
"165797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"296708",0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,133,284,49,3,12,4,0,0,1,1,0
"546867",1,0,0,0,0,0,0,0,17,2,1,2,6,45,10,1315,151,1940,13,172,161,1,0,4,0,0
"75565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"238961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"539105",1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,3,0,0,2,0,0,0,0,0
"429948",0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,10,4,4,26,63,0,0,3,0,0
"100431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0
"288087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"546751",1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,2,0,0,0,1,0
"277870",0,0,0,0,0,0,0,0,2,0,1,0,4,6,8,0,2,15,443,477,265,2,0,2,0,0
"250082",2,5,0,0,2,1,6,6,12,7,13,6,7,4,19,3,95,42,293,21689,6143,24,4,84,5,3
"551973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"558137",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,47,20,32,0,0,0,0,0
"584923",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,78,28,0,0,0,0,0
"190822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"175965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"108755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0
"556389",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0
"79212",0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,6,41,27,0,0,1,0,0
"254811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"241908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0
"180233",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,1,47,32,0,0,0,0,0
"313357",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19,112,192,0,0,1,1,0
"305967",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,86,242,0,0,4,0,1
"256660",0,0,16,0,0,0,0,0,1,0,0,0,0,1,2,0,1,2,4,91,177,1,0,1,0,0
"149753",1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,27,5,106,107,0,0,1,0,0
"105207",0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,9,81,713,72,0,0,1,0,1
"237453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"80943",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0
"272596",0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,0,5,1,77,2821,1437,5,0,12,2,0
"88634",0,0,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0
"345688",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"261461",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"337743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,0,0,0,0
"554477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"533202",0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,94,0,140,0,1,1,0,0,0,1,0
"587974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,95,56,0,0,1,0,0
"177523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,17,5,1,0,0,0,0,0
"255361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"256886",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,51,68,0,0,0,0,0
"96854",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
"528941",1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,6,51,44,0,0,0,0,0
"333875",4,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,134,15,0,0,1,0,0
"196530",0,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,13,60,37,0,0,0,0,0
"105936",0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
"103037",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,29,1,171,706,3,0,3,0,0
"437967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"255719",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"319046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"186744",0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0
"202055",1,0,0,0,0,0,0,0,1,0,3,0,25,23,35,0,0,2,0,2,2,0,0,1,0,0
"527196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,1,0,0,0,0,0,0
"160116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"62495",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,0,0,0
"358039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0
"171889",25,8,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,5,1,0,0,1,0,0
"40387",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"280943",0,0,0,0,0,0,0,0,0,0,0,1,13,39,39,0,0,0,0,1,1,0,0,0,0,0
"153768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"317047",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0
"239813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0
"344620",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"517623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"71169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"568686",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,13,29,2,1,0,0,0
"58992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"346912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
