"","AM.AD.1","AM.AD.2","AM.F10.T1","AM.F10.T2","DA.AD.1","DA.AD.1T","DA.AD.2","DA.AD.3","DA.AD.3T","DA.AD.4","ES.AD.1","ES.AD.2","ES.AD.3","ES.AD.4","FR.AD.1","FR.AD.2","FR.AD.3","FR.AD.4","FR.AD.5","FR.AD.6","FR.AD.7","FR.AD.8","IT.AD.1","IT.AD.2","IT.AD.3","IT.AD.4","IT.AD.5","IT.AD.6","JP.AD.1","JP.AD.2","JP.AD.3","JP.AD.4","JP.AD.5","JP.AD.6","JP.AD.7","JP.AD.8","JP.AD.9","JP.IN.1","JP.IN.2","JP.IN.3","JP.IN.4","MH0001","MH0002","MH0003","MH0004","MH0005","MH0006","MH0007","MH0008","MH0009","MH0010","MH0011","MH0012","MH0013","MH0014","MH0015","MH0016","MH0017","MH0018","MH0019","MH0020","MH0021","MH0022","MH0023","MH0024","MH0025","MH0026","MH0027","MH0028","MH0030","MH0031","MH0032","MH0033","MH0034","MH0035","MH0036","MH0037","MH0038","MH0039","MH0040","MH0041","MH0042","MH0043","MH0044","MH0045","MH0046","MH0047","MH0048","MH0049","MH0050","MH0051","MH0052","MH0053","MH0054","MH0055","MH0056","MH0057","MH0058","MH0059","MH0060","MH0061","MH0062","MH0063","MH0064","MH0065","MH0066","MH0067","MH0068","MH0069","MH0070","MH0071","MH0072","MH0073","MH0074","MH0075","MH0076","MH0077","MH0078","MH0079","MH0080","MH0081","MH0082","MH0083","MH0084","MH0085","MH0086","TS1_V2","TS10_V2","TS100_V2","TS101.2_V2","TS103_V2","TS104_V2","TS105_V2","TS106_V2","TS107_V2","TS109_V2","TS11_V2","TS110_V2","TS111_V2","TS115_V2","TS116_V2","TS117_V2","TS118_V2","TS119_V2","TS12_V2","TS120_V2","TS124_V2","TS125_V2","TS126_V2","TS127_V2","TS128_V2","TS129_V2","TS13_V2","TS130_V2","TS131_V2","TS132_V2","TS133_V2","TS134_V2","TS135_V2","TS136_V2","TS137_V2","TS138_V2","TS139_V2","TS14_V2","TS140_V2","TS141_V2","TS142_V2","TS143_V2","TS144_V2","TS145_V2","TS146_V2","TS147_V2","TS148_V2","TS149_V2","TS15_V2","TS150_V2","TS151_V2","TS152_V2","TS153_V2","TS154.2_V2","TS155_V2","TS156_V2","TS16_V2","TS160_V2","TS161_V2","TS162_V2","TS163_V2","TS164_V2","TS165_V2","TS166_V2","TS167_V2","TS168_V2","TS169_V2","TS17_V2","TS170_V2","TS178_V2","TS179_V2","TS180_V2","TS181_V2","TS182_V2","TS183_V2","TS184_V2","TS185_V2","TS186_V2","TS19_V2","TS190_V2","TS191_V2","TS192_V2","TS193_V2","TS194_V2","TS195_V2","TS2_V2","TS20_V2","TS21_V2","TS22_V2","TS23_V2","TS25_V2","TS26_V2","TS27_V2","TS28_V2","TS29_V2","TS3_V2","TS30_V2","TS31_V2","TS32_V2","TS33_V2","TS34_V2","TS35_V2","TS37_V2","TS38_V2","TS39_V2","TS4_V2","TS43_V2","TS44_V2","TS49_V2","TS5_V2","TS50_V2","TS51_V2","TS55_V2","TS56_V2","TS57_V2","TS6_V2","TS61_V2","TS62_V2","TS63_V2","TS64_V2","TS65_V2","TS66_V2","TS67_V2","TS68_V2","TS69_V2","TS7_V2","TS70_V2","TS71_V2","TS72_V2","TS73_V2","TS74_V2","TS75_V2","TS76_V2","TS77_V2","TS78_V2","TS8_V2","TS82_V2","TS83_V2","TS84_V2","TS85_V2","TS86_V2","TS87_V2","TS88_V2","TS89_V2","TS9_V2","TS90_V2","TS91_V2","TS92_V2","TS94_V2","TS95_V2","TS96_V2","TS97_V2","TS98_V2","TS99.2_V2"
"Anoxybacillus",0,0,0,0,0,0,0,0,0,2.003e-05,0,0,0,1.038e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.554e-05,5.41e-06,6.02e-06,2.258e-05,1.636e-05,1.155e-05,3.067e-05,2.097e-05,8.66e-06,1.524e-05,7.57e-06,8.51e-06,5.224e-05,7.74e-06,2.542e-05,6.45e-06,2.569e-05,1.478e-05,2.432e-05,5.87e-06,1.232e-05,4.605e-05,2.272e-05,8.79e-06,8.81e-06,1.194e-05,1.99e-05,1.574e-05,2.057e-05,1.545e-05,8.08e-06,8.99e-06,7.15e-06,1.446e-05,1.372e-05,8.76e-06,2.362e-05,1.06e-05,1.092e-05,3.67e-06,1.273e-05,9.7e-06,6.32e-06,8.75e-06,8.83e-06,4.15e-06,1.878e-05,2.54e-06,1.016e-05,7.92e-06,4.54e-06,1.872e-05,1.613e-05,1.005e-05,1.12e-05,5.78e-06,1.151e-05,8.65e-06,9.36e-06,3.43e-06,4.24e-06,9.94e-06,5.8e-06,2.044e-05,1.013e-05,7.72e-06,4.4e-06,1.053e-05,1.002e-05,9.73e-06,6.06e-06,5.33e-06,6.4e-06,9.54e-06,9.57e-06,1.166e-05,2.85e-06,1.907e-05,1.151e-05,1.327e-05,1.172e-05,8.61e-06,4.5e-06,9.08e-06,8.24e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodococcus",0,0,0,0,1.756e-05,5.4e-07,0,2.215e-05,0,3.589e-05,1.569e-05,0,0,0,1.668e-05,0,0,9.13e-06,3.738e-05,2.501e-05,0,0,2.759e-05,0,0.00013516,0,8.41e-06,8.36e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.755e-05,1.989e-05,2.819e-05,6.589e-05,4.792e-05,4.187e-05,6.319e-05,3.949e-05,2.928e-05,2.375e-05,3.195e-05,4.348e-05,7.151e-05,2.367e-05,6.914e-05,1.374e-05,6.528e-05,1.992e-05,6.79e-05,1.543e-05,2.599e-05,0.00010192,5.989e-05,2.379e-05,2.362e-05,2.79e-05,5.718e-05,1.805e-05,3.248e-05,2.777e-05,1.672e-05,2.792e-05,7.37e-06,2.535e-05,4.891e-05,5.914e-05,4.237e-05,4.96e-05,2.954e-05,2.054e-05,3.983e-05,3.523e-05,1.542e-05,1.336e-05,3.746e-05,2.43e-05,5.353e-05,1.345e-05,4.483e-05,5.692e-05,1.594e-05,4.265e-05,7.153e-05,3.217e-05,4.581e-05,1.81e-05,3.424e-05,2.907e-05,5.104e-05,1.765e-05,3.982e-05,2.09e-05,1.58e-05,2.955e-05,7.725e-05,7.73e-06,1.79e-05,1.656e-05,1.31e-05,3.74e-05,7.55e-06,8.74e-06,4.906e-05,3.061e-05,2.349e-05,2.246e-05,5.83e-06,2.717e-05,2.221e-05,2.214e-05,1.481e-05,4.915e-05,8.68e-06,1.393e-05,2.83e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus",0,1.833e-05,1.78e-05,0,6.69e-06,2.83e-06,2.281e-05,0,5.83e-06,1.417e-05,0,5.53e-06,3.53e-06,0,0,0,2.83e-05,0,1.808e-05,0,0,0,0,4.559e-05,0,0,6.5e-06,0,0,1.537e-05,0,2.145e-05,6.402e-05,0,0,0,0,0,0,0,7.54e-06,0.00019159,6.307e-05,8.649e-05,0.0002875,0.00023761,0.00014997,0.00040231,0.00028603,0.00011638,0.00021629,0.00011552,0.00012186,0.00065451,9.504e-05,0.00033633,8.897e-05,0.00031322,0.00016661,0.00033167,7.778e-05,0.00011089,0.00051993,0.00031151,0.00011937,9.502e-05,0.00016476,0.00028861,0.00015213,0.0002446,0.00017351,9.829e-05,0.00014492,5.867e-05,0.00019235,0.00019255,0.0001283,0.00025868,0.00013883,0.00012234,5.895e-05,0.00016789,0.00012303,9.302e-05,0.00011888,0.00010732,5.403e-05,0.00021385,3.481e-05,0.00013094,0.00010866,6.066e-05,0.00019047,0.00017871,0.0001238,0.00015863,6.666e-05,0.00014965,0.00011539,0.00013597,4.711e-05,7.307e-05,0.00010439,7.989e-05,0.0002165,0.00011983,7.199e-05,5.737e-05,0.00012184,0.00012321,0.00010822,8.59e-05,7.363e-05,8.89e-05,0.00013247,0.00011167,0.00013382,3.809e-05,0.00014658,0.00012379,0.00016451,0.00013196,0.00010737,6.576e-05,7.147e-05,0.00010981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stackebrandtia",0,0,0,0,4.11e-06,4.1e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.034e-05,8.46e-06,1.147e-05,2.632e-05,1.577e-05,1.613e-05,2.132e-05,1.44e-05,1.05e-05,8.96e-06,1.202e-05,1.719e-05,2.855e-05,9.43e-06,2.676e-05,5.69e-06,2.522e-05,5.87e-06,2.382e-05,6.17e-06,1.032e-05,3.392e-05,2.247e-05,1.017e-05,9.88e-06,8.94e-06,2.2e-05,6.89e-06,1.266e-05,1.02e-05,6.58e-06,1.068e-05,2.78e-06,8.65e-06,1.624e-05,2.212e-05,1.398e-05,1.764e-05,1.052e-05,7.11e-06,1.251e-05,1.393e-05,5.73e-06,4.05e-06,1.333e-05,1.058e-05,1.847e-05,5.2e-06,1.662e-05,1.913e-05,4.62e-06,1.301e-05,2.43e-05,1.065e-05,1.85e-05,6.88e-06,1.328e-05,1.125e-05,1.901e-05,6.02e-06,1.904e-05,7.24e-06,6.4e-06,1.16e-05,2.591e-05,3.37e-06,6.69e-06,6.69e-06,4.73e-06,1.51e-05,2.27e-06,2.06e-06,1.641e-05,1.087e-05,8.45e-06,9.34e-06,2.04e-06,9.86e-06,7.07e-06,9.46e-06,5.86e-06,1.833e-05,2.73e-06,5.05e-06,9.96e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.051e-05,6.644e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.572e-05,0,6e-06,2.15e-06,3.98e-06,1.469e-05,1.179e-05,6.74e-06,1.084e-05,5.95e-06,5.48e-06,5e-06,4.75e-06,8.23e-06,1.104e-05,3.64e-06,1.13e-05,2.14e-06,1.228e-05,5.44e-06,1.042e-05,2.94e-06,4.61e-06,2.098e-05,1.028e-05,3.95e-06,3.81e-06,4.02e-06,1.01e-05,3.47e-06,7.27e-06,7.43e-06,2.19e-06,5.24e-06,2.1e-06,3.82e-06,8.62e-06,6.83e-06,8.94e-06,6.69e-06,4.88e-06,3.08e-06,8.41e-06,4.3e-06,3.04e-06,3.34e-06,5.95e-06,2.71e-06,1.243e-05,1.71e-06,7.02e-06,5.62e-06,3.02e-06,6.93e-06,8.42e-06,5.62e-06,6.16e-06,4.42e-06,5.43e-06,3.71e-06,8.85e-06,2.04e-06,4.9e-06,4.42e-06,2.46e-06,6.03e-06,7.53e-06,2.08e-06,3.21e-06,3.23e-06,2.61e-06,6.23e-06,2.13e-06,1.79e-06,5.28e-06,5.91e-06,4.45e-06,3.57e-06,1.1e-06,3.22e-06,3.65e-06,3.67e-06,2.67e-06,4.91e-06,1.78e-06,2.71e-06,5.41e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exiguobacterium",2.821e-05,0,4.64e-06,0,0,0,0,0,2.19e-06,0,0,0,0,0,0,1.891e-05,0,0,0,0,0,0,0,0,0,0,1.204e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.242e-05,1.545e-05,2.512e-05,5.659e-05,4.117e-05,3.073e-05,7.357e-05,4.748e-05,2.706e-05,3.18e-05,2.385e-05,3.148e-05,7.299e-05,2.616e-05,5.877e-05,1.791e-05,6.367e-05,2.244e-05,4.8e-05,1.635e-05,2.123e-05,9.15e-05,5.105e-05,2.316e-05,1.674e-05,2.947e-05,5.338e-05,2.428e-05,4.371e-05,3.41e-05,1.647e-05,2.781e-05,1.031e-05,3.529e-05,3.637e-05,3.398e-05,4.747e-05,2.906e-05,2.736e-05,1.371e-05,3.452e-05,2.411e-05,1.933e-05,2.261e-05,2.616e-05,1.252e-05,4.864e-05,8.06e-06,2.893e-05,2.518e-05,1.534e-05,5.36e-05,3.9e-05,2.352e-05,3.269e-05,1.294e-05,3.137e-05,2.797e-05,3.946e-05,1.352e-05,2.673e-05,2.213e-05,1.575e-05,3.671e-05,3.379e-05,1.196e-05,1.575e-05,2.447e-05,2.086e-05,2.578e-05,1.383e-05,1.456e-05,1.884e-05,2.692e-05,2.103e-05,3.247e-05,1.104e-05,3.274e-05,2.035e-05,3.015e-05,2.451e-05,3.042e-05,1.106e-05,1.622e-05,2.491e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kytococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.955e-05,0,0,0,0,0,0,0,0,0,0,0,9.175e-05,0,1.515e-05,1.434e-05,1.988e-05,4.431e-05,2.779e-05,2.351e-05,4.401e-05,2.316e-05,1.694e-05,1.513e-05,2.195e-05,2.782e-05,5.144e-05,1.512e-05,4.773e-05,7.23e-06,4.045e-05,9.35e-06,3.665e-05,7.73e-06,1.31e-05,5.69e-05,3.5e-05,1.578e-05,1.777e-05,1.505e-05,3.586e-05,1.274e-05,2.079e-05,1.701e-05,1.095e-05,1.563e-05,4.09e-06,1.345e-05,2.371e-05,3.384e-05,1.959e-05,2.611e-05,1.807e-05,1.268e-05,2.126e-05,2.109e-05,1.084e-05,6.9e-06,2.079e-05,1.529e-05,3.048e-05,1.004e-05,2.716e-05,2.873e-05,1.11e-05,2.136e-05,3.998e-05,1.607e-05,2.781e-05,9.3e-06,2.044e-05,1.825e-05,3.092e-05,1.3e-05,3.351e-05,1.218e-05,1.116e-05,1.928e-05,4.625e-05,4.63e-06,1.178e-05,1.156e-05,5.84e-06,2.613e-05,3.49e-06,6.62e-06,2.637e-05,1.774e-05,1.529e-05,1.379e-05,3.69e-06,1.734e-05,1.089e-05,1.518e-05,9.66e-06,3.039e-05,4.53e-06,1.04e-05,1.71e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geobacillus",0,0,0,0,0,0,2.584e-05,0,1.92e-06,0,0,0,0,0,0,0,0,0,1.34e-05,0,0,0,0,0,0,0,1.506e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.161e-05,2.798e-05,4.02e-05,0.00011075,7.804e-05,5.858e-05,0.00015629,7.251e-05,4.389e-05,5.68e-05,4.679e-05,6.42e-05,0.00014842,4.553e-05,0.00012966,2.715e-05,0.00011617,3.984e-05,0.00010393,2.674e-05,3.29e-05,0.00019285,9.414e-05,4.235e-05,4.241e-05,4.682e-05,0.00011241,3.892e-05,6.149e-05,4.703e-05,2.937e-05,4.52e-05,1.732e-05,5.251e-05,6.87e-05,7.008e-05,9.362e-05,5.349e-05,4.642e-05,2.173e-05,5.824e-05,5.537e-05,2.778e-05,2.88e-05,4.174e-05,3.267e-05,9.557e-05,1.22e-05,6.529e-05,4.842e-05,2.317e-05,7.441e-05,7.892e-05,4.302e-05,6.663e-05,3.198e-05,5.202e-05,3.994e-05,7.308e-05,2.494e-05,3.935e-05,3.911e-05,2.644e-05,5.704e-05,6.916e-05,1.476e-05,2.845e-05,4.258e-05,2.966e-05,5.169e-05,2.2e-05,2.069e-05,3.617e-05,4.931e-05,3.911e-05,3.54e-05,9.78e-06,6.084e-05,3.776e-05,4.945e-05,3.635e-05,6.525e-05,1.81e-05,3.016e-05,4.097e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micrococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.465e-05,0,2.729e-05,3.133e-05,3.68e-05,8.39e-05,5.318e-05,4.28e-05,8.593e-05,5.055e-05,2.861e-05,3.386e-05,3.703e-05,5.018e-05,0.00010702,2.775e-05,9.453e-05,1.404e-05,6.755e-05,1.729e-05,6.997e-05,1.351e-05,2.166e-05,0.00010137,6.815e-05,2.478e-05,3.795e-05,2.749e-05,7.71e-05,2.288e-05,3.34e-05,3.118e-05,1.763e-05,2.857e-05,6.12e-06,2.378e-05,3.845e-05,5.961e-05,3.218e-05,4.569e-05,3.678e-05,2.175e-05,3.511e-05,3.588e-05,1.574e-05,1.099e-05,3.681e-05,3.678e-05,5.085e-05,1.644e-05,5.04e-05,5.691e-05,2.057e-05,4.293e-05,7.342e-05,3.088e-05,5.337e-05,2.063e-05,3.447e-05,3.352e-05,5.559e-05,2.426e-05,6.253e-05,2.309e-05,1.954e-05,3.724e-05,8.69e-05,1.049e-05,2.421e-05,2.246e-05,1.231e-05,4.251e-05,5.94e-06,9.45e-06,4.283e-05,3.34e-05,3.026e-05,2.57e-05,8.77e-06,3.582e-05,2.1e-05,2.754e-05,1.784e-05,5.116e-05,7.39e-06,1.545e-05,3.239e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rothia",0,6.981e-05,0,0,0,3.76e-06,1.196e-05,0,2.93e-06,3.792e-05,0,0,0,0,2.32e-05,0.00010043,0,2.458e-05,0,0.000146,2.453e-05,0,5.196e-05,2.542e-05,2.576e-05,0.00014696,9.695e-05,4.82e-05,0,8.892e-05,0.0025393,0,0.0007331,8.856e-05,0,0,0,0.00022084,1.355e-05,5.659e-05,0.00164959,2.81e-05,2.198e-05,0.00021629,0.00013003,5.426e-05,3.904e-05,7.16e-05,3.699e-05,3.975e-05,3.355e-05,5.76e-05,5.318e-05,6.946e-05,2.793e-05,0.00010094,1.514e-05,8.36e-05,2.185e-05,5.612e-05,1.445e-05,3.226e-05,0.00010141,5.27e-05,5.235e-05,2.172e-05,1.994e-05,6.431e-05,1.616e-05,8.141e-05,4.116e-05,3.112e-05,3.24e-05,9.13e-06,3.489e-05,4.133e-05,0.00017763,4.928e-05,3.46e-05,2.84e-05,4.909e-05,4.751e-05,5.618e-05,2.332e-05,2.278e-05,2.921e-05,1.726e-05,4.715e-05,1.463e-05,3.694e-05,4.302e-05,3.911e-05,5.088e-05,7.414e-05,5.021e-05,4.322e-05,1.355e-05,3.383e-05,4.973e-05,4.114e-05,3.581e-05,2.996e-05,2.49e-05,3.34e-05,9.996e-05,5.156e-05,1.271e-05,1.492e-05,2.769e-05,2.836e-05,4.782e-05,1.997e-05,4.988e-05,3.288e-05,3.884e-05,5.052e-05,2.807e-05,3.328e-05,3.475e-05,1.761e-05,2.684e-05,1.829e-05,4.663e-05,8.05e-06,1.313e-05,0.00010173,0,0,0,0,0,0,0,0,0,0,0,0,0.00226104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127697,0,0,0.00030685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012743,0,0.00032761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025404,0,0,0,0,0,0,0,0,0,0,0,0.00210097,0,0,0,0,0,0
"Xylanimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.565e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585e-05,1.53e-05,2.032e-05,4.128e-05,3.265e-05,2.551e-05,4.912e-05,2.864e-05,1.933e-05,1.478e-05,2.069e-05,2.733e-05,5.122e-05,1.567e-05,4.711e-05,5.69e-06,3.845e-05,1.102e-05,3.565e-05,6.55e-06,1.32e-05,5.387e-05,3.592e-05,1.607e-05,1.637e-05,1.474e-05,3.905e-05,1.232e-05,1.629e-05,1.658e-05,1.036e-05,1.517e-05,3.8e-06,1.756e-05,2.368e-05,3.48e-05,2.003e-05,2.761e-05,1.793e-05,1.229e-05,1.965e-05,1.973e-05,8.71e-06,7.47e-06,2.036e-05,1.762e-05,2.841e-05,9.14e-06,2.572e-05,3.57e-05,1.384e-05,2.455e-05,4.299e-05,1.627e-05,2.769e-05,9.21e-06,2.054e-05,1.869e-05,3.212e-05,1.383e-05,2.926e-05,1.182e-05,1.012e-05,2.019e-05,5.302e-05,3.73e-06,9.65e-06,1.158e-05,5.92e-06,1.962e-05,3.48e-06,6.42e-06,2.126e-05,1.851e-05,1.469e-05,1.255e-05,5.09e-06,1.726e-05,1.016e-05,1.405e-05,8.05e-06,3.236e-05,4.36e-06,9.03e-06,1.578e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
